symbol,company,title,description,published_at,url,sentiment,ingested_at
DIS,DIS,Meta launches new social media features - DIS,Financial news about DIS company performance and market trends.,2025-06-04T23:02:52.571160,https://example.com/news/DIS_0,0.361,2025-06-24T23:02:52.573030
DIS,DIS,Meta launches new social media features - DIS,Financial news about DIS company performance and market trends.,2025-06-02T23:02:52.571160,https://example.com/news/DIS_1,-0.884,2025-06-24T23:02:52.573040
DIS,DIS,Meta launches new social media features - DIS,Financial news about DIS company performance and market trends.,2025-05-31T23:02:52.571160,https://example.com/news/DIS_2,-0.23,2025-06-24T23:02:52.573047
DIS,DIS,Tesla announces new electric vehicle - DIS,Financial news about DIS company performance and market trends.,2025-06-18T23:02:52.571160,https://example.com/news/DIS_3,0.288,2025-06-24T23:02:52.573053
DIS,DIS,Johnson & Johnson vaccine approved - DIS,Financial news about DIS company performance and market trends.,2025-06-05T23:02:52.571160,https://example.com/news/DIS_4,-0.88,2025-06-24T23:02:52.573060
DIS,DIS,JPMorgan beats profit expectations - DIS,Financial news about DIS company performance and market trends.,2025-06-24T23:02:52.571160,https://example.com/news/DIS_5,-0.564,2025-06-24T23:02:52.573067
DIS,DIS,Google faces antitrust investigation - DIS,Financial news about DIS company performance and market trends.,2025-06-09T23:02:52.571160,https://example.com/news/DIS_6,-0.218,2025-06-24T23:02:52.573074
DIS,DIS,Home Depot sales increase - DIS,Financial news about DIS company performance and market trends.,2025-06-07T23:02:52.571160,https://example.com/news/DIS_7,0.172,2025-06-24T23:02:52.573082
DIS,DIS,NVIDIA chip demand surges - DIS,Financial news about DIS company performance and market trends.,2025-05-28T23:02:52.571160,https://example.com/news/DIS_8,-0.41,2025-06-24T23:02:52.573088
DIS,DIS,Procter & Gamble raises prices - DIS,Financial news about DIS company performance and market trends.,2025-06-19T23:02:52.571160,https://example.com/news/DIS_9,0.074,2025-06-24T23:02:52.573095
PYPL,PYPL,Mastercard partners with fintech - PYPL,Financial news about PYPL company performance and market trends.,2025-06-24T23:02:52.571160,https://example.com/news/PYPL_0,0.691,2025-06-24T23:02:52.573103
PYPL,PYPL,Bank of America reports strong quarter - PYPL,Financial news about PYPL company performance and market trends.,2025-06-17T23:02:52.571160,https://example.com/news/PYPL_1,0.49,2025-06-24T23:02:52.573112
PYPL,PYPL,UnitedHealth expands coverage - PYPL,Financial news about PYPL company performance and market trends.,2025-05-27T23:02:52.571160,https://example.com/news/PYPL_2,-0.856,2025-06-24T23:02:52.573118
PYPL,PYPL,UnitedHealth expands coverage - PYPL,Financial news about PYPL company performance and market trends.,2025-06-21T23:02:52.571160,https://example.com/news/PYPL_3,0.659,2025-06-24T23:02:52.573128
PYPL,PYPL,UnitedHealth expands coverage - PYPL,Financial news about PYPL company performance and market trends.,2025-06-09T23:02:52.571160,https://example.com/news/PYPL_4,-0.665,2025-06-24T23:02:52.573134
PYPL,PYPL,JPMorgan beats profit expectations - PYPL,Financial news about PYPL company performance and market trends.,2025-06-16T23:02:52.571160,https://example.com/news/PYPL_5,-0.94,2025-06-24T23:02:52.573141
PYPL,PYPL,Microsoft cloud services grow rapidly - PYPL,Financial news about PYPL company performance and market trends.,2025-06-08T23:02:52.571160,https://example.com/news/PYPL_6,-0.484,2025-06-24T23:02:52.573150
PYPL,PYPL,Johnson & Johnson vaccine approved - PYPL,Financial news about PYPL company performance and market trends.,2025-06-19T23:02:52.571160,https://example.com/news/PYPL_7,0.709,2025-06-24T23:02:52.573157
PYPL,PYPL,Microsoft cloud services grow rapidly - PYPL,Financial news about PYPL company performance and market trends.,2025-06-21T23:02:52.571160,https://example.com/news/PYPL_8,0.663,2025-06-24T23:02:52.573164
PYPL,PYPL,Visa reports record transaction volume - PYPL,Financial news about PYPL company performance and market trends.,2025-06-08T23:02:52.571160,https://example.com/news/PYPL_9,0.01,2025-06-24T23:02:52.573171
BAC,BAC,Google faces antitrust investigation - BAC,Financial news about BAC company performance and market trends.,2025-05-29T23:02:52.571160,https://example.com/news/BAC_0,0.266,2025-06-24T23:02:52.573178
BAC,BAC,Apple reports strong quarterly earnings - BAC,Financial news about BAC company performance and market trends.,2025-06-17T23:02:52.571160,https://example.com/news/BAC_1,0.527,2025-06-24T23:02:52.573185
BAC,BAC,Netflix subscriber growth slows - BAC,Financial news about BAC company performance and market trends.,2025-06-16T23:02:52.571160,https://example.com/news/BAC_2,0.391,2025-06-24T23:02:52.573192
BAC,BAC,PayPal introduces new features - BAC,Financial news about BAC company performance and market trends.,2025-06-20T23:02:52.571160,https://example.com/news/BAC_3,-0.317,2025-06-24T23:02:52.573201
BAC,BAC,PayPal introduces new features - BAC,Financial news about BAC company performance and market trends.,2025-06-19T23:02:52.571160,https://example.com/news/BAC_4,-0.4,2025-06-24T23:02:52.573208
BAC,BAC,UnitedHealth expands coverage - BAC,Financial news about BAC company performance and market trends.,2025-06-22T23:02:52.571160,https://example.com/news/BAC_5,-0.06,2025-06-24T23:02:52.573267
BAC,BAC,Bank of America reports strong quarter - BAC,Financial news about BAC company performance and market trends.,2025-06-13T23:02:52.571160,https://example.com/news/BAC_6,-0.917,2025-06-24T23:02:52.573275
BAC,BAC,PayPal introduces new features - BAC,Financial news about BAC company performance and market trends.,2025-06-11T23:02:52.571160,https://example.com/news/BAC_7,0.765,2025-06-24T23:02:52.573282
BAC,BAC,Amazon expands into new markets - BAC,Financial news about BAC company performance and market trends.,2025-06-15T23:02:52.571160,https://example.com/news/BAC_8,0.494,2025-06-24T23:02:52.573316
BAC,BAC,Disney streaming service grows - BAC,Financial news about BAC company performance and market trends.,2025-06-03T23:02:52.571160,https://example.com/news/BAC_9,0.573,2025-06-24T23:02:52.573357
